field,region,land_type,fertility_score,season,crop,crop_predecessor,area,hybrid,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,soil,key,yield_plan_full
46.28.11.007.01,Курск,пашня,3.0,2023,Яр.ячмень,"Залежь, лес",27.0,Формула 1,Свои,минимальная,5.18,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.007.01')",0.5
46.28.11.007.02,Курск,пашня,3.0,2023,Яр.ячмень,"Залежь, лес",37.35,Формула 1,Свои,минимальная,5.18,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.007.02')",0.5
46.28.11.008.00,Курск,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",129.91,Эксплоер,Свои,минимальная,5.18,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.008.00')",1.0
46.28.11.009.00,Курск,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",133.46,Эксплоер,Свои,минимальная,5.18,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.009.00')",1.0
46.28.11.010.00,Курск,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",40.56,Формула 1,Свои,минимальная,5.18,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.010.00')",0.5
46.28.11.011.01,Курск,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",47.0,Формула 1,Свои,минимальная,5.18,101.2,125.4,6.82,6.71,Черноземы,"(2023, '46.28.11.011.01')",0.75
46.28.11.011.02,Курск,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",86.69,Формула 1,Свои,минимальная,5.18,101.2,125.4,6.82,6.71,Черноземы,"(2023, '46.28.11.011.02')",0.75
46.28.11.012.00,Курск,пашня,4.0,2023,Соя,"Залежь, лес",21.14,Акцент 0852,Свои,нулевая с прямым посевом,2.09,127.6,138.6,7.48,7.04,Черноземы,"(2023, '46.28.11.012.00')",0.25
46.28.11.013.00,Курск,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",154.44,STRG 8060 15,Свои,минимальная,6.02,199.1,216.7,6.71,6.27,Черноземы,"(2023, '46.28.11.013.00')",1.0
46.28.11.014.00,Курск,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",119.94,Алексеич,Свои,минимальная,6.02,105.6,121.0,6.6,6.05,Черноземы,"(2023, '46.28.11.014.00')",1.0
46.28.11.015.00,Курск,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",77.17,Планет,Свои,минимальная,4.25,173.8,139.7,6.65,6.93,Черноземы,"(2023, '46.28.11.015.00')",0.75
46.28.11.016.00,Курск,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",41.66,Фотон,Свои,минимальная,6.02,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.016.00')",0.75
46.28.11.017.00,Курск,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",111.01,Дакота,Покупные,минимальная,4.25,146.3,144.1,5.94,6.05,Черноземы,"(2023, '46.28.11.017.00')",1.0
46.28.11.018.00,Курск,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",4.73,Планет,Свои,минимальная,4.25,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.018.00')",0.25
46.28.11.020.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,"Залежь, лес",74.12,Каликсо,Свои,минимальная,5.0,119.9,143.0,6.27,7.15,Черноземы,"(2023, '46.28.11.020.00')",0.75
46.28.11.021.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,"Залежь, лес",127.51,Каликсо,Свои,минимальная,5.0,104.5,113.3,6.38,6.49,Черноземы,"(2023, '46.28.11.021.00')",1.0
46.28.11.022.01,Курск,пашня,4.0,2023,Яр.пшеница мягкая,"Залежь, лес",132.15,Каликсо,Свои,минимальная,5.0,103.4,144.1,6.38,6.82,Черноземы,"(2023, '46.28.11.022.01')",1.0
46.28.11.022.02,Курск,пашня,4.0,2023,Пар,"Залежь, лес",72.85,(нет сорта),Покупные,минимальная,2.0,103.4,144.1,6.38,6.82,Черноземы,"(2023, '46.28.11.022.02')",1.0
46.28.11.023.00,Курск,пашня,3.0,2023,Яр.пшеница мягкая,"Залежь, лес",171.27,Каликсо,Свои,минимальная,5.0,99.0,123.2,6.27,6.93,Черноземы,"(2023, '46.28.11.023.00')",1.0
46.28.11.024.00,Курск,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",208.44,Фотон,Свои,минимальная,6.02,78.1,114.4,6.6,6.05,Черноземы,"(2023, '46.28.11.024.00')",1.0
46.28.11.025.00,Курск,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",214.56,Цефей,Свои,минимальная,6.02,99.0,128.7,6.71,6.6,Черноземы,"(2023, '46.28.11.025.00')",1.0
46.28.11.026.00,Курск,пашня,4.0,2023,Сах.свекла,"Залежь, лес",85.01,Виорика,Покупные,минимальная,45.0,86.9,159.5,6.71,6.05,Черноземы,"(2023, '46.28.11.026.00')",1.0
46.28.11.027.00,Курск,пашня,4.0,2023,Соя,"Залежь, лес",91.53,ГЛ Мелани,Свои,нулевая с прямым посевом,2.09,81.4,132.0,6.49,5.94,Черноземы,"(2023, '46.28.11.027.00')",0.5
46.28.11.028.00,Курск,пашня,3.0,2023,Пар,"Залежь, лес",5.17,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.028.00')",1.0
46.28.11.029.01,Курск,пашня,3.0,2023,Пар,"Залежь, лес",5.48,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.029.01')",1.0
46.28.11.029.02,Курск,пашня,1.0,2023,Залежь,"Залежь, лес",17.94,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.029.02')",1.0
46.28.11.030.00,Курск,пашня,3.0,2023,Пар,"Залежь, лес",16.26,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.030.00')",1.0
46.28.11.031.00,Курск,пашня,3.0,2023,Пар,"Залежь, лес",27.07,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.11.031.00')",1.0
46.28.13.001.00,Курск,пашня,3.0,2023,"Не используется, чужая земля","Залежь, лес",29.78,(нет сорта),Покупные,минимальная,2.0,102.3,215.6,6.82,6.82,Черноземы,"(2023, '46.28.13.001.00')",1.0
46.28.13.002.00,Курск,пашня,3.0,2023,"Не используется, чужая земля","Залежь, лес",20.76,(нет сорта),Покупные,минимальная,2.0,102.3,215.6,6.82,6.82,Черноземы,"(2023, '46.28.13.002.00')",1.0
46.28.14.001.00,Курск,пашня,3.0,2023,Горох,"Залежь, лес",176.06,Мадрас,Свои,нулевая с прямым посевом,3.12,123.2,123.2,5.94,6.05,Черноземы,"(2023, '46.28.14.001.00')",1.0
46.28.14.002.00,Курск,пашня,3.0,2023,"Не используется, чужая земля","Залежь, лес",36.41,(нет сорта),Покупные,минимальная,2.0,178.2,141.9,5.61,6.05,Черноземы,"(2023, '46.28.14.002.00')",1.0
46.28.17.001.00,Курск,пашня,3.0,2023,"Не используется, чужая земля","Залежь, лес",4.62,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.17.001.00')",1.0
46.28.17.002.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",161.9,Кермит,Свои,минимальная,2.0,148.5,206.8,4.07,5.72,Черноземы,"(2023, '46.28.17.002.00')",0.75
46.28.17.003.00,Курск,пашня,3.0,2023,"Не используется, чужая земля","Залежь, лес",1.99,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.17.003.00')",1.0
46.28.17.004.00,Курск,пашня,3.0,2023,"Не используется, чужая земля","Залежь, лес",8.52,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '46.28.17.004.00')",1.0
46.28.17.005.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",38.01,Кермит,Свои,минимальная,2.0,63.8,211.2,6.16,5.72,Черноземы,"(2023, '46.28.17.005.00')",0.25
46.28.17.006.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",79.31,Кермит,Свои,минимальная,2.0,138.6,221.1,5.72,5.61,Черноземы,"(2023, '46.28.17.006.00')",0.5
46.28.17.007.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",44.28,Кермит,Свои,минимальная,2.0,74.8,198.0,5.72,5.61,Черноземы,"(2023, '46.28.17.007.00')",0.5
46.28.17.008.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",50.38,Кермит,Свои,минимальная,2.0,206.8,182.6,4.07,5.39,Черноземы,"(2023, '46.28.17.008.00')",0.5
46.28.17.009.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",33.41,Кермит,Свои,минимальная,2.0,228.8,243.1,4.4,5.94,Черноземы,"(2023, '46.28.17.009.00')",0.25
46.28.17.010.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",53.85,Кермит,Свои,минимальная,2.0,235.4,207.9,4.51,5.83,Черноземы,"(2023, '46.28.17.010.00')",0.5
46.28.17.011.01,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",80.75,Кермит,Свои,минимальная,2.0,165.0,180.4,4.07,5.5,Черноземы,"(2023, '46.28.17.011.01')",0.5
46.28.17.011.02,Курск,пашня,3.0,2023,"Не используется, чужая земля","Залежь, лес",4.0,(нет сорта),Покупные,минимальная,2.0,165.0,180.4,4.07,5.5,Черноземы,"(2023, '46.28.17.011.02')",1.0
46.28.17.012.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",41.83,Кермит,Свои,минимальная,2.0,158.4,225.5,4.95,6.05,Черноземы,"(2023, '46.28.17.012.00')",0.25
46.28.17.013.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",84.9,Кермит,Свои,минимальная,2.0,176.0,287.1,3.85,5.94,Черноземы,"(2023, '46.28.17.013.00')",0.5
46.28.17.014.00,Курск,пашня,3.0,2023,Чечевица,"Залежь, лес",204.72,Кермит,Свои,минимальная,2.0,152.9,180.4,4.18,5.83,Черноземы,"(2023, '46.28.17.014.00')",0.75
46.28.17.015.01,Курск,пашня,4.0,2023,Соя,"Залежь, лес",24.49,Аргента,Свои,нулевая с прямым посевом,2.09,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.01')",0.25
46.28.17.015.02,Курск,пашня,4.0,2023,Яр.пшеница мягкая,"Залежь, лес",5.3,Ликамеро,Свои,минимальная,5.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.02')",0.25
46.28.17.015.03,Курск,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",19.21,Маргрет,Свои,минимальная,5.18,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.03')",0.5
46.28.17.015.04,Курск,пашня,4.0,2023,Яр.пшеница твёрдая,"Залежь, лес",3.84,Памяти Янченко,Покупные,нулевая с прямым посевом,3.84,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.04')",0.25
46.28.17.015.05,Курск,пашня,4.0,2023,Чечевица,"Залежь, лес",9.64,Кермит,Свои,минимальная,2.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.05')",0.25
46.28.17.015.06,Курск,пашня,4.0,2023,Яр.пшеница мягкая,"Залежь, лес",13.2,Ликамеро,Свои,минимальная,5.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.06')",0.25
46.28.17.015.07,Курск,пашня,4.0,2023,Лён масличный,"Залежь, лес",0.59,РФН,Свои,нулевая с прямым посевом,1.5,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.07')",0.25
46.28.17.015.08,Курск,пашня,4.0,2023,Яр.пшеница мягкая,"Залежь, лес",16.85,Ликамеро,Свои,минимальная,5.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.08')",0.25
46.28.17.015.09,Курск,пашня,4.0,2023,Горох,"Залежь, лес",41.69,Тренди,Свои,нулевая с прямым посевом,3.12,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.09')",0.5
46.28.17.015.10,Курск,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",19.2,Губернатор Дона,Свои,минимальная,6.02,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.10')",0.5
46.28.17.015.11,Курск,пашня,4.0,2023,Нут,"Залежь, лес",5.33,Триумф,Свои,минимальная,2.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.11')",0.25
46.28.17.015.12,Курск,пашня,4.0,2023,Пар,"Залежь, лес",17.75,(нет сорта),Покупные,минимальная,2.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.12')",1.0
46.28.17.015.13,Курск,пашня,4.0,2023,Соя,"Залежь, лес",12.0,Аргента,Свои,нулевая с прямым посевом,2.09,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.13')",0.25
46.28.17.015.14,Курск,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",21.55,Маргрет,Свои,минимальная,5.18,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.14')",0.5
46.28.17.015.15,Курск,пашня,4.0,2023,Овёс,"Залежь, лес",4.12,Макс,Свои,минимальная,4.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.15')",0.25
46.28.17.015.16,Курск,пашня,4.0,2023,Яр.пшеница мягкая,"Залежь, лес",5.46,Ликамеро,Свои,минимальная,5.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.16')",0.25
46.28.17.015.17,Курск,пашня,4.0,2023,Пар,"Залежь, лес",3.6,(нет сорта),Покупные,минимальная,2.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.17')",1.0
46.28.17.015.18,Курск,пашня,4.0,2023,Пар,"Залежь, лес",5.94,(нет сорта),Покупные,минимальная,2.0,171.6,156.2,5.72,6.16,Черноземы,"(2023, '46.28.17.015.18')",1.0
46.28.17.016.00,Курск,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",213.1,Алексеич,Покупные,минимальная,6.02,118.25,175.45,6.43,7.32,Черноземы,"(2023, '46.28.17.016.00')",1.0
46.28.17.017.01,Курск,пашня,4.0,2023,Пар,"Залежь, лес",69.17,(нет сорта),Покупные,минимальная,2.0,182.6,160.6,5.61,6.05,Черноземы,"(2023, '46.28.17.017.01')",1.0
46.28.17.017.02,Курск,пашня,4.0,2023,Соя,"Залежь, лес",28.0,Аргента,Свои,гибридизация,2.09,182.6,160.6,5.61,6.05,Черноземы,"(2023, '46.28.17.017.02')",0.25
46.28.17.017.03,Курск,пашня,4.0,2023,Соя,"Залежь, лес",7.7,ЭН Аргента,Свои,нулевая с прямым посевом,2.09,182.6,160.6,5.61,6.05,Черноземы,"(2023, '46.28.17.017.03')",0.25
46.28.17.017.04,Курск,пашня,4.0,2023,Соя,"Залежь, лес",5.0,Акцент,Свои,нулевая с прямым посевом,2.09,182.6,160.6,5.61,6.05,Черноземы,"(2023, '46.28.17.017.04')",0.25
