,field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,yield_plan_full
7253,36.14.12.092.00,Воронеж,пашня,3.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,2.0,88.88,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,6.6,127.6,13.033869995695222,4.29,364.40799999999996
7254,36.14.12.094.00,Воронеж,пашня,2.0,2024,Эспарцет 1 г.ж.корм,Кукуруза силос,1.0,85.01,Песчаный 1251,РСт,Свои,минимальная,3.0,6.49,99.0,13.033869995695222,4.73,255.03000000000003
7255,36.14.12.095.00,Воронеж,пашня,2.0,2024,Эспарцет 1 г.ж.корм,Кукуруза силос,1.0,21.5,Песчаный 1251,РСт,Свои,минимальная,3.0,6.38,57.2,23.65,4.73,64.5
7256,36.14.12.096.00,Воронеж,пашня,2.0,2024,Эспарцет пр.лет корм,Кукуруза силос,2.0,69.58,Песчаный 1251,РСт,Свои,минимальная,1.6,5.94,41.8,13.033869995695222,4.29,111.328
7257,36.14.12.100.00,Воронеж,пашня,2.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,4.0,17.16,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,5.5,59.4,18.9,2.97,70.356
7258,36.14.12.101.00,Воронеж,пашня,2.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,4.0,12.73,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,5.83,84.7,14.0,3.41,52.193
7259,36.14.12.102.00,Воронеж,пашня,2.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,4.0,41.48,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,5.39,59.4,45.62,2.75,170.06799999999998
7260,36.14.12.105.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,18.3,Феномен,F1,Покупные,минимальная,9.0,6.49,126.5,20.11,3.74,164.70000000000002
7261,36.14.12.109.00,Воронеж,пашня,2.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,4.0,87.11,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,5.61,78.1,13.033869995695222,4.18,357.15099999999995
7262,36.14.12.110.00,Воронеж,пашня,3.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,4.0,44.29,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,6.05,80.3,48.72,4.51,181.58899999999997
7263,36.14.12.111.00,Воронеж,пашня,2.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,4.0,19.7,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,5.83,92.4,21.67,4.51,80.77
7264,36.14.12.115.00,Воронеж,пашня,1.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,3.0,27.56,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,5.83,99.0,30.32,3.08,112.99599999999998
7265,36.14.12.116.00,Воронеж,пашня,1.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,3.0,21.69,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,6.38,92.4,23.86,3.74,88.929
7266,36.14.12.117.00,Воронеж,пашня,1.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,3.0,24.41,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,5.61,115.5,26.85,1.87,100.08099999999999
7267,36.14.15.001.00,Воронеж,пашня,2.0,2024,Кукуруза зерно,Кукуруза силос,0.0,40.78,Максалия,F1,Покупные,минимальная,7.0,5.39,82.5,44.86,4.62,285.46000000000004
7268,36.14.15.006.00,Воронеж,пашня,2.0,2024,Соя,Кукуруза силос,0.0,9.87,Аргента,РС-2,Свои,минимальная,2.5,5.39,82.5,10.86,5.17,24.674999999999997
7269,36.14.15.007.00,Воронеж,пашня,2.0,2024,Кукуруза зерно,Кукуруза силос,0.0,44.16,Максалия,F1,Покупные,минимальная,7.0,5.94,62.7,48.58,4.51,309.12
7270,36.14.15.008.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,61.04,Максалия,F1,Покупные,минимальная,7.0,6.16,66.0,13.033869995695222,3.96,427.28
7271,36.14.15.009.00,Воронеж,пашня,2.0,2024,Кукуруза зерно,Кукуруза силос,0.0,24.86,Гризли,F1,Покупные,минимальная,7.0,5.39,34.1,27.35,3.41,174.01999999999998
7272,36.14.15.011.00,Воронеж,пашня,2.0,2024,Кукуруза зерно,Кукуруза силос,0.0,43.56,Максалия,F1,Покупные,минимальная,7.0,5.72,58.3,47.92,4.18,304.92
7273,36.14.15.012.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,50.4,Максалия,F1,Покупные,минимальная,7.0,6.05,94.6,55.44,4.4,352.8
7274,36.14.15.013.00,Воронеж,пашня,2.0,2024,Кукуруза зерно,Кукуруза силос,0.0,86.16,Гризли,F1,Покупные,минимальная,7.0,5.5,36.3,13.033869995695222,2.53,603.12
7275,36.14.15.014.00,Воронеж,пашня,2.0,2024,Соя,Кукуруза силос,0.0,35.56,Аргента,РС-2,Свои,минимальная,2.5,5.83,58.3,39.12,4.4,88.9
7276,36.14.15.015.00,Воронеж,пашня,2.0,2024,Эспарцет пр.лет сем.,Кукуруза силос,4.0,19.49,Алтайский,ЭС,Покупные,минимальная,0.6,5.61,73.7,21.44,4.4,11.693999999999999
7277,36.13.02.001.00,Воронеж,пашня,4.0,2024,Пар,Кукуруза силос,0.0,4.36,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,2.51,7.37,91.3,4.8,5.94,10.9436
7278,36.13.02.002.00,Воронеж,пашня,4.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,11.72,Бирюза,РС-1,Свои,нулевая с прямым посевом,4.0,6.82,129.8,12.89,5.28,46.88
7279,36.13.02.004.00,Воронеж,пашня,4.0,2024,Пар,Кукуруза силос,0.0,10.55,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,2.11,6.38,108.9,11.19,5.72,22.2605
7281,36.13.02.006.00,Воронеж,пашня,4.0,2024,Пар,Кукуруза силос,0.0,3.73,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,2.51,6.38,193.6,4.1,5.94,9.3623
7282,36.13.02.008.00,Воронеж,пашня,3.0,2024,Пар,Кукуруза силос,0.0,46.73,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,2.51,6.49,62.7,51.4,5.72,117.29229999999998
7283,36.13.02.009.00,Воронеж,пашня,3.0,2024,Пар,Кукуруза силос,0.0,19.18,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,2.5,6.16,94.6,21.1,6.6,47.95
7284,36.13.02.011.00,Воронеж,пашня,3.0,2024,Пар,Кукуруза силос,0.0,6.12,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,2.5,7.15,66.0,6.74,4.95,15.3
7285,36.14.01.002.00,Воронеж,пашня,4.0,2024,Яр.ячмень,Кукуруза силос,0.0,47.57,Травелер,ЭС,Покупные,нулевая с прямым посевом,3.2,7.59,162.8,52.33,4.29,152.22400000000002
7286,36.14.01.003.00,Воронеж,пашня,4.0,2024,Яр.ячмень,Кукуруза силос,0.0,47.18,Травелер,ЭС,Покупные,нулевая с прямым посевом,3.2,7.48,50.6,51.9,5.17,150.976
7287,36.14.01.005.00,Воронеж,пашня,4.0,2024,Яр.ячмень,Кукуруза силос,0.0,34.82,Травелер,ЭС,Покупные,нулевая с прямым посевом,3.2,7.59,67.1,38.3,4.73,111.424
7288,36.14.01.006.01,Воронеж,пашня,3.0,2024,Яр.ячмень,Кукуруза силос,0.0,81.26,Смесь сортов,ЭС,Покупные,нулевая с прямым посевом,3.2,7.59,281.6,13.033869995695222,5.28,260.03200000000004
7290,36.14.01.016.00,Воронеж,пашня,2.0,2024,Кукуруза силос,Кукуруза силос,0.0,81.39,РЖТ Моторикс,F1,Покупные,минимальная,6.9,5.17,156.2,13.033869995695222,4.51,561.591
7291,36.14.01.018.00,Воронеж,пашня,2.0,2024,Кукуруза силос,Кукуруза силос,0.0,12.71,Чоринтос,F1,Покупные,минимальная,6.9,5.5,88.0,13.98,4.18,87.69900000000001
7292,36.14.01.021.00,Воронеж,пашня,2.0,2024,Люцерна пр.лет корм,Кукуруза силос,4.0,85.66,БН 06-18,РСт,Свои,минимальная,4.5,5.61,53.9,13.033869995695222,4.62,385.46999999999997
7293,36.14.01.025.00,Воронеж,пашня,3.0,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,0.0,47.33,Смесь сортов,Смесь репродукций,Покупные,минимальная,2.7,5.61,125.4,52.06,4.62,127.791
7294,36.14.01.028.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,53.34,Фарадей,F1,Покупные,минимальная,6.9,5.94,166.1,58.67,5.5,368.04600000000005
7295,36.14.01.029.00,Воронеж,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,58.38,Дакота,РС-1,Покупные,минимальная,2.1,5.28,94.6,13.033869995695222,3.41,122.59800000000001
7296,36.14.01.032.01,Воронеж,пашня,2.0,2024,Одн.тр(оз.тритикале+оз.вика) семена,Кукуруза силос,0.0,45.88,Смесь сортов,Смесь репродукций,Свои + покупные,минимальная,2.5,5.72,191.4,13.033869995695222,4.84,114.7
7297,36.14.01.032.02,Воронеж,пашня,2.0,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,0.0,13.96,Смесь сортов,Смесь репродукций,Свои + покупные,минимальная,2.7,5.72,191.4,13.033869995695222,4.84,37.69200000000001
7298,36.14.01.034.00,Воронеж,пашня,3.0,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,0.0,86.74,Смесь сортов,Смесь репродукций,Свои + покупные,минимальная,2.7,5.39,115.5,13.033869995695222,4.95,234.198
7299,36.14.01.035.00,Воронеж,пашня,3.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,86.6,Виктория,РС-1,Свои,минимальная,4.5,5.83,133.1,13.033869995695222,4.62,389.7
7300,36.14.01.038.00,Воронеж,пашня,2.0,2024,Подсолнечник,Кукуруза силос,0.0,78.91,ЛГ 50479,F1,Покупные,минимальная,2.8,5.61,102.3,13.033869995695222,4.29,220.94799999999998
7301,36.14.01.040.00,Воронеж,пашня,3.0,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,0.0,63.37,Смесь сортов,Смесь репродукций,Свои + покупные,минимальная,2.7,5.28,100.1,13.033869995695222,4.07,171.09900000000002
7302,36.14.01.041.00,Воронеж,пашня,3.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,82.95,Виктория,РС-1,Свои,минимальная,4.5,5.72,180.4,13.033869995695222,4.73,373.27500000000003
7303,36.14.01.042.00,Воронеж,пашня,2.0,2024,Кукуруза силос,Кукуруза силос,0.0,37.97,РЖТ Моторикс,F1,Покупные,нулевая с прямым посевом,6.9,5.61,105.6,41.77,3.74,261.993
7304,36.14.01.043.00,Воронеж,пашня,3.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,74.95,Виктория,РС-1,Свои,минимальная,4.5,5.61,173.8,13.033869995695222,4.07,337.27500000000003
7305,36.14.02.002.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,61.0,Гризли,F1,Покупные,минимальная,6.9,6.05,167.2,13.033869995695222,5.39,420.90000000000003
7306,36.14.02.004.00,Воронеж,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,37.11,Дакота,РС-1,Покупные,минимальная,2.1,5.72,147.4,40.82,4.62,77.931
7307,36.14.02.005.00,Воронеж,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,83.05,Плато,РС-1,Покупные,минимальная,2.1,5.5,156.2,13.033869995695222,4.4,174.405
7308,36.14.02.008.00,Воронеж,пашня,3.0,2024,Одн.тр.оз.рожь корм,Кукуруза силос,0.0,27.58,Таловская 41,РС-1,Свои,нулевая с прямым посевом,2.5,5.94,141.9,30.34,4.73,68.94999999999999
7309,36.14.02.011.00,Воронеж,пашня,3.0,2024,Яр.ячмень,Кукуруза силос,0.0,85.57,Маргрет,РС-1,Свои,минимальная,3.2,7.81,279.4,13.033869995695222,4.4,273.824
7310,36.14.02.012.00,Воронеж,пашня,3.0,2024,Одн.тр.оз.рожь корм,Кукуруза силос,0.0,51.11,Таловская 41,РС-1,Свои,нулевая с прямым посевом,2.5,5.83,117.7,56.22,4.07,127.775
7311,36.14.02.013.00,Воронеж,пашня,3.0,2024,Одн.тр.оз.рожь корм,Кукуруза силос,0.0,17.98,Таловская 41,РС-1,Свои,нулевая с прямым посевом,2.5,6.16,101.2,19.78,4.62,44.95
7312,36.14.02.018.01,Воронеж,пашня,3.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,48.63,Виктория,РС-1,Свои,минимальная,4.5,6.71,191.4,59.96,2.53,218.835
7313,36.14.02.018.02,Воронеж,пашня,3.0,2024,Пар,Кукуруза силос,0.0,5.89,(нет сорта),ЭС,Покупные,минимальная,5.6,6.71,191.4,59.96,2.53,32.983999999999995
7314,36.14.02.019.00,Воронеж,пашня,3.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,65.67,Виктория,РС-1,Свои,минимальная,4.5,5.28,117.7,13.033869995695222,2.97,295.515
7315,36.14.02.020.00,Воронеж,пашня,1.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,17.95,Виктория,РС-1,Свои,минимальная,4.5,5.06,148.5,19.75,3.08,80.77499999999999
7316,36.14.02.028.00,Воронеж,пашня,1.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,30.84,Виктория,РС-1,Свои,минимальная,4.5,5.06,48.4,33.92,2.64,138.78
7317,36.14.02.029.00,Воронеж,пашня,1.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,4.16,Виктория,РС-1,Свои,минимальная,4.5,5.17,68.2,4.73,2.86,18.72
7318,36.14.02.030.00,Воронеж,пашня,3.0,2024,Чечевица зеленая,Кукуруза силос,0.0,44.35,(нет сорта),РСт,Покупные,минимальная,1.5,5.72,126.5,48.79,4.18,66.525
7319,36.14.02.031.00,Воронеж,пашня,3.0,2024,Чечевица зеленая,Кукуруза силос,0.0,18.01,(нет сорта),РСт,Покупные,минимальная,1.5,5.94,201.3,19.03,4.73,27.015
7320,36.14.02.032.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,48.21,Максалия,F1,Покупные,нулевая с прямым посевом,6.9,6.82,85.8,53.03,2.97,332.649
7321,36.14.02.033.00,Воронеж,пашня,1.0,2024,Одн.тр.оз.рожь корм,Кукуруза силос,0.0,68.68,Таловская 41,РС-1,Свои,минимальная,2.5,7.15,91.3,13.033869995695222,2.2,171.70000000000002
7322,36.14.02.034.00,Воронеж,пашня,1.0,2024,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,71.78,Плато,РС-1,Покупные,минимальная,2.1,5.17,46.2,13.033869995695222,1.98,150.738
7323,36.14.02.035.00,Воронеж,пашня,1.0,2024,Одн.тр.оз.рожь корм,Кукуруза силос,0.0,73.12,Таловская 41,РС-1,Свои,минимальная,2.5,5.83,69.3,13.033869995695222,2.09,182.8
7324,36.14.02.036.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,20.43,Смесь гибридов,F1,Покупные,нулевая с прямым посевом,6.9,5.39,92.4,22.47,2.42,140.967
7325,36.14.02.038.00,Воронеж,пашня,3.0,2024,Чечевица зеленая,Кукуруза силос,0.0,38.82,(нет сорта),РСт,Покупные,минимальная,1.5,5.61,130.9,42.7,4.4,58.230000000000004
7326,36.14.02.039.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,38.8,Микси,F1,Покупные,нулевая с прямым посевом,6.9,7.15,126.5,42.68,1.87,267.71999999999997
7327,36.14.02.040.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,29.66,Микси,F1,Покупные,нулевая с прямым посевом,6.9,6.49,57.2,32.63,2.09,204.65400000000002
7328,36.14.02.041.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,27.74,Смесь гибридов,F1,Покупные,нулевая с прямым посевом,6.9,6.82,69.3,30.51,2.42,191.406
7329,36.14.02.042.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,42.43,Гризли,F1,Покупные,нулевая с прямым посевом,6.9,5.17,42.9,46.67,1.87,292.767
7330,36.14.02.044.00,Воронеж,пашня,3.0,2024,Чечевица зеленая,Кукуруза силос,0.0,38.08,(нет сорта),РСт,Покупные,минимальная,1.5,5.61,162.8,41.89,4.07,57.12
7331,36.14.02.045.00,Воронеж,пашня,3.0,2024,Чечевица зеленая,Кукуруза силос,0.0,35.97,(нет сорта),РСт,Покупные,минимальная,1.5,5.61,103.4,39.57,3.63,53.955
7332,36.14.02.046.00,Воронеж,пашня,1.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,3.0,14.83,Смесь сортов,РСт,Свои,минимальная,1.4,5.17,67.1,16.31,1.98,20.762
7333,36.14.02.047.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,17.96,Микси,F1,Покупные,нулевая с прямым посевом,6.9,6.38,47.3,20.71,1.98,123.924
7334,36.14.02.048.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,16.57,Микси,F1,Покупные,нулевая с прямым посевом,6.9,6.93,122.1,18.47,1.32,114.33300000000001
7335,36.14.02.049.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,16.2,Микси,F1,Покупные,нулевая с прямым посевом,6.9,7.92,123.2,17.82,1.65,111.78
7336,36.14.02.050.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,44.67,Микси,F1,Покупные,нулевая с прямым посевом,6.9,7.04,103.4,49.36,1.87,308.223
7337,36.14.02.051.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,6.02,Гризли,F1,Покупные,нулевая с прямым посевом,6.9,5.17,50.6,6.62,1.98,41.538
7338,36.14.02.052.00,Воронеж,пашня,1.0,2024,Кукуруза силос,Кукуруза силос,0.0,2.52,Гризли,F1,Покупные,нулевая с прямым посевом,6.9,4.84,67.1,2.77,1.76,17.388
7339,36.14.03.005.00,Воронеж,пашня,3.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,4.81,Виктория,РС-1,Свои,минимальная,4.5,6.38,113.3,5.29,3.96,21.645
7340,36.14.03.006.00,Воронеж,пашня,3.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,9.23,Виктория,РС-1,Свои,минимальная,4.5,6.71,187.0,9.44,4.84,41.535000000000004
7341,36.14.03.007.00,Воронеж,пашня,4.0,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,0.0,21.88,Смесь сортов,Смесь репродукций,Покупные,минимальная,2.7,6.05,135.3,24.04,4.73,59.076
7342,36.14.03.008.01,Воронеж,пашня,4.0,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,0.0,30.61,Смесь сортов,Смесь репродукций,Свои + покупные,минимальная,2.7,5.94,105.6,35.42,5.06,82.647
7343,36.14.03.008.02,Воронеж,пашня,3.0,2024,Пар,Кукуруза силос,0.0,5.13,(нет сорта),ЭС,Покупные,минимальная,0.6,5.94,105.6,35.42,5.06,3.078
7344,36.14.03.009.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,13.14,Гризли,F1,Покупные,минимальная,6.9,5.72,56.1,14.44,4.29,90.66600000000001
7345,36.14.03.010.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,15.22,Гризли,F1,Покупные,минимальная,6.9,5.5,64.9,16.74,4.07,105.01800000000001
7346,36.14.03.012.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,9.02,Гризли,F1,Покупные,минимальная,6.9,5.72,42.9,9.92,4.29,62.238
7347,36.14.03.013.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,13.51,Гризли,F1,Покупные,минимальная,6.9,5.72,64.9,14.86,4.07,93.21900000000001
7348,36.14.03.014.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,9.94,Гризли,F1,Покупные,минимальная,6.9,5.72,64.9,10.93,3.74,68.586
7349,36.14.03.015.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,16.99,Гризли,F1,Покупные,минимальная,6.9,6.27,151.25,18.5,4.51,117.231
7350,36.14.03.016.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,17.32,Гризли,F1,Покупные,минимальная,6.9,5.72,203.5,19.11,4.51,119.50800000000001
7351,36.14.03.017.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,32.03,Гризли,F1,Покупные,минимальная,6.9,6.27,257.4,37.29,5.39,221.00700000000003
7352,36.14.03.018.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,3.68,Гризли,F1,Покупные,минимальная,6.9,5.61,64.9,4.05,3.74,25.392000000000003
7353,36.14.03.021.00,Воронеж,пашня,4.0,2024,Кукуруза силос,Кукуруза силос,0.0,50.8,Гризли,F1,Покупные,минимальная,6.9,5.72,167.2,55.84,3.63,350.52
7354,36.14.03.022.00,Воронеж,пашня,4.0,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,0.0,43.75,Смесь сортов,Смесь репродукций,Свои + покупные,минимальная,2.7,5.72,118.8,48.02,5.72,118.12500000000001
7355,36.14.03.023.00,Воронеж,пашня,4.0,2024,Кукуруза силос,Кукуруза силос,0.0,83.63,Гризли,F1,Покупные,минимальная,6.9,5.61,104.5,13.033869995695222,5.83,577.047
7356,36.14.03.025.00,Воронеж,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,70.68,Дакота,РС-1,Покупные,минимальная,2.1,5.5,80.3,13.033869995695222,4.07,148.42800000000003
7357,36.14.03.026.00,Воронеж,пашня,3.0,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,0.0,75.88,Смесь сортов,Смесь репродукций,Покупные,минимальная,2.7,5.72,152.9,13.033869995695222,5.72,204.876
7358,36.14.03.028.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,14.27,Смесь гибридов,F1,Покупные,нулевая с прямым посевом,6.9,5.83,111.1,15.69,4.95,98.46300000000001
7359,36.14.03.029.00,Воронеж,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,71.87,Дакота,РС-1,Покупные,минимальная,2.1,5.72,107.8,13.033869995695222,4.95,150.92700000000002
7360,36.14.03.030.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,31.41,Жаклин,F1,Покупные,нулевая с прямым посевом,6.9,5.83,148.5,34.52,4.62,216.729
7361,36.14.03.031.00,Воронеж,пашня,3.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,89.62,Бирюза,РС-1,Свои,минимальная,4.0,5.72,90.2,13.033869995695222,4.51,358.48
7362,36.14.03.036.00,Воронеж,пашня,3.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,79.43,Бирюза,РС-1,Свои,нулевая с прямым посевом,4.0,5.61,74.8,13.033869995695222,5.61,317.72
7363,36.14.03.040.00,Воронеж,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,0.0,38.03,Жаклин,F1,Покупные,нулевая с прямым посевом,6.9,5.5,96.8,41.83,4.62,262.40700000000004
7364,36.14.03.041.00,Воронеж,пашня,3.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,90.3,Бирюза,РС-1,Свои,минимальная,4.0,5.39,49.5,13.033869995695222,3.85,361.2
7365,36.14.03.042.00,Воронеж,пашня,3.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,81.78,Бирюза,РС-1,Свои,нулевая с прямым посевом,4.0,5.72,88.0,13.033869995695222,4.95,327.12
7366,36.14.03.043.00,Воронеж,пашня,3.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,82.23,Бирюза,РС-1,Свои,нулевая с прямым посевом,4.0,5.61,116.6,13.033869995695222,5.39,328.92
7367,36.14.03.048.00,Воронеж,пашня,3.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,71.47,Бирюза,РС-1,Свои,минимальная,4.0,5.39,64.9,13.033869995695222,4.4,285.88
7368,36.14.03.049.00,Воронеж,пашня,3.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,79.41,Бирюза,РС-1,Свои,нулевая с прямым посевом,4.0,5.5,69.3,13.033869995695222,4.62,317.64
7369,36.14.03.055.00,Воронеж,пашня,3.0,2024,Одн.тр.оз.рожь корм,Кукуруза силос,0.0,41.52,Таловская 41,РС-1,Свои,нулевая с прямым посевом,2.5,5.5,92.4,45.67,5.28,103.80000000000001
7370,36.14.03.056.00,Воронеж,пашня,3.0,2024,Одн.тр.оз.рожь корм,Кукуруза силос,0.0,77.43,Таловская 41,РС-1,Свои,нулевая с прямым посевом,2.5,5.39,176.0,13.033869995695222,4.73,193.57500000000002
7371,36.14.08.011.00,Воронеж,пашня,1.0,2024,Кукуруза зерно,Кукуруза силос,0.0,80.36,Феномен,F1,Покупные,нулевая с прямым посевом,5.4,7.04,203.5,13.033869995695222,1.76,433.944
7372,36.14.08.013.00,Воронеж,пашня,1.0,2024,Эсп.+костр.пр.лет корм,Кукуруза силос,3.0,98.81,Смесь сортов,РСт,Свои,минимальная,1.4,5.17,30.8,13.033869995695222,1.32,138.334
7373,36.14.08.016.00,Воронеж,пашня,1.0,2024,Кукуруза зерно,Кукуруза силос,0.0,41.05,Феномен,F1,Покупные,нулевая с прямым посевом,5.4,5.72,45.1,45.16,1.65,221.67
7374,36.14.08.017.00,Воронеж,пашня,1.0,2024,Кукуруза зерно,Кукуруза силос,0.0,9.99,Феномен,F1,Покупные,нулевая с прямым посевом,5.4,7.59,253.0,10.99,2.53,53.946000000000005
7375,36.14.08.018.00,Воронеж,пашня,1.0,2024,Кукуруза зерно,Кукуруза силос,0.0,10.35,Феномен,F1,Покупные,нулевая с прямым посевом,5.4,7.15,221.1,11.39,1.87,55.89
7376,36.14.13.001.00,Воронеж,пашня,4.0,2024,Одн.тр.(вика+овёс)корм,Кукуруза силос,0.0,6.62,Смесь сортов,Смесь репродукций,Свои,минимальная,2.9,6.27,232.1,7.28,4.95,19.198
7377,36.14.13.002.00,Воронеж,пашня,4.0,2024,Сах.свекла,Кукуруза силос,0.0,63.71,Кадриль,F1,Покупные,минимальная,32.2,6.16,165.0,13.033869995695222,4.62,2051.462
7378,36.14.13.003.00,Воронеж,пашня,4.0,2024,Сах.свекла,Кукуруза силос,0.0,77.03,Аландо,F1,Покупные,минимальная,32.2,5.72,81.4,13.033869995695222,4.62,2480.3660000000004
7379,36.14.13.005.00,Воронеж,пашня,4.0,2024,Сах.свекла,Кукуруза силос,0.0,4.2,Аландо,F1,Покупные,минимальная,32.2,5.72,80.3,4.62,5.17,135.24
7380,36.14.13.006.00,Воронеж,пашня,4.0,2024,Сах.свекла,Кукуруза силос,0.0,60.2,Аландо,F1,Покупные,минимальная,32.2,5.72,95.7,13.033869995695222,5.5,1938.4400000000003
7381,36.14.13.008.00,Воронеж,пашня,4.0,2024,Сах.свекла,Кукуруза силос,0.0,67.82,Кадриль,F1,Покупные,минимальная,32.2,6.16,158.4,13.033869995695222,5.72,2183.804
